-999-01-01, 00:00:00 UTC = -225-03-25, 17:00:08 ÄÜC
1053-01-01, 00:00:00 UTC = 1640-03-44, 14:36:30 ÄÜC
1054-01-01, 00:00:00 UTC = 1641-03-12, 41:20:22 ÄÜC
1055-01-01, 00:00:00 UTC = 1642-02-30, 19:04:14 ÄÜC
1056-01-01, 00:00:00 UTC = 1643-01-47, 45:37:07 ÄÜC
1057-01-01, 00:00:00 UTC = 1644-01-17, 16:12:17 ÄÜC
1058-01-01, 00:00:00 UTC = 1645-00-34, 42:45:10 ÄÜC
1059-01-01, 00:00:00 UTC = 1646-00-03, 20:29:02 ÄÜC
1060-01-01, 00:00:00 UTC = 1646-06-20, 47:12:44 ÄÜC
1061-01-01, 00:00:00 UTC = 1647-05-39, 17:37:05 ÄÜC
1062-01-01, 00:00:00 UTC = 1648-05-07, 44:20:46 ÄÜC
1063-01-01, 00:00:00 UTC = 1649-04-25, 22:04:39 ÄÜC
1064-01-01, 00:00:00 UTC = 1650-03-42, 48:37:31 ÄÜC
1065-01-01, 00:00:00 UTC = 1651-03-12, 19:12:42 ÄÜC
1066-01-01, 00:00:00 UTC = 1652-02-29, 45:45:34 ÄÜC
1067-01-01, 00:00:00 UTC = 1653-01-47, 23:29:26 ÄÜC
1068-01-01, 00:00:00 UTC = 1654-01-16, 01:13:19 ÄÜC
1069-01-01, 00:00:00 UTC = 1655-00-34, 20:37:29 ÄÜC
1070-01-01, 00:00:00 UTC = 1656-00-02, 47:21:22 ÄÜC
1071-01-01, 00:00:00 UTC = 1656-06-20, 25:05:14 ÄÜC
1072-01-01, 00:00:00 UTC = 1657-05-38, 02:38:07 ÄÜC
1073-01-01, 00:00:00 UTC = 1658-05-07, 22:13:17 ÄÜC
1074-01-01, 00:00:00 UTC = 1659-04-24, 48:46:09 ÄÜC
1075-01-01, 00:00:00 UTC = 1660-03-42, 26:30:02 ÄÜC
1076-01-01, 00:00:00 UTC = 1661-03-11, 04:13:43 ÄÜC
1077-01-01, 00:00:00 UTC = 1662-02-29, 23:38:05 ÄÜC
1078-01-01, 00:00:00 UTC = 1663-01-47, 01:21:46 ÄÜC
1079-01-01, 00:00:00 UTC = 1664-01-15, 28:05:38 ÄÜC
1080-01-01, 00:00:00 UTC = 1665-00-33, 05:38:31 ÄÜC
1081-01-01, 00:00:00 UTC = 1666-00-02, 25:13:41 ÄÜC
1082-01-01, 00:00:00 UTC = 1666-06-20, 02:46:34 ÄÜC
1083-01-01, 00:00:00 UTC = 1667-05-37, 29:30:26 ÄÜC
1084-01-01, 00:00:00 UTC = 1668-05-06, 07:14:19 ÄÜC
1085-01-01, 00:00:00 UTC = 1669-04-24, 26:38:29 ÄÜC
1086-01-01, 00:00:00 UTC = 1670-03-42, 04:22:21 ÄÜC
1087-01-01, 00:00:00 UTC = 1671-03-10, 31:06:14 ÄÜC
1088-01-01, 00:00:00 UTC = 1672-02-28, 08:39:06 ÄÜC
1089-01-01, 00:00:00 UTC = 1673-01-46, 28:14:17 ÄÜC
1090-01-01, 00:00:00 UTC = 1674-01-15, 05:47:09 ÄÜC
1091-01-01, 00:00:00 UTC = 1675-00-32, 32:31:01 ÄÜC
1092-01-01, 00:00:00 UTC = 1676-00-01, 10:14:43 ÄÜC
1093-01-01, 00:00:00 UTC = 1676-06-19, 29:39:04 ÄÜC
1094-01-01, 00:00:00 UTC = 1677-05-37, 07:22:46 ÄÜC
1095-01-01, 00:00:00 UTC = 1678-05-05, 34:06:38 ÄÜC
1096-01-01, 00:00:00 UTC = 1679-04-23, 11:39:31 ÄÜC
1097-01-01, 00:00:00 UTC = 1680-03-41, 31:14:41 ÄÜC
1098-01-01, 00:00:00 UTC = 1681-03-10, 08:47:33 ÄÜC
1099-01-01, 00:00:00 UTC = 1682-02-27, 35:31:26 ÄÜC
1100-01-01, 00:00:00 UTC = 1683-01-45, 13:15:18 ÄÜC
1101-01-01, 00:00:00 UTC = 1684-01-13, 39:48:11 ÄÜC
1102-01-01, 00:00:00 UTC = 1685-00-31, 17:32:03 ÄÜC
1103-01-01, 00:00:00 UTC = 1685-06-48, 44:15:45 ÄÜC
1104-01-01, 00:00:00 UTC = 1686-06-17, 21:48:37 ÄÜC
1105-01-01, 00:00:00 UTC = 1687-05-35, 41:23:47 ÄÜC
1106-01-01, 00:00:00 UTC = 1688-05-04, 19:07:40 ÄÜC
1107-01-01, 00:00:00 UTC = 1689-04-21, 45:40:32 ÄÜC
1108-01-01, 00:00:00 UTC = 1690-03-39, 23:24:25 ÄÜC
1109-01-01, 00:00:00 UTC = 1691-03-08, 42:48:35 ÄÜC
1110-01-01, 00:00:00 UTC = 1692-02-26, 20:32:27 ÄÜC
1111-01-01, 00:00:00 UTC = 1693-01-43, 47:16:20 ÄÜC
1112-01-01, 00:00:00 UTC = 1694-01-12, 25:00:12 ÄÜC
1113-01-01, 00:00:00 UTC = 1695-00-30, 44:24:23 ÄÜC
1114-01-01, 00:00:00 UTC = 1695-06-48, 22:08:15 ÄÜC
1115-01-01, 00:00:00 UTC = 1696-06-16, 48:41:08 ÄÜC
1116-01-01, 00:00:00 UTC = 1697-05-34, 26:25:00 ÄÜC
1117-01-01, 00:00:00 UTC = 1698-05-03, 46:00:10 ÄÜC
1118-01-01, 00:00:00 UTC = 1699-04-21, 23:33:03 ÄÜC
1119-01-01, 00:00:00 UTC = 1700-03-39, 01:16:44 ÄÜC
1120-01-01, 00:00:00 UTC = 1701-03-07, 28:00:37 ÄÜC
1121-01-01, 00:00:00 UTC = 1702-02-25, 47:24:47 ÄÜC
1122-01-01, 00:00:00 UTC = 1703-01-43, 25:08:39 ÄÜC
1123-01-01, 00:00:00 UTC = 1704-01-12, 02:41:32 ÄÜC
1124-01-01, 00:00:00 UTC = 1705-00-29, 29:25:24 ÄÜC
1125-01-01, 00:00:00 UTC = 1705-06-48, 00:00:35 ÄÜC
1126-01-01, 00:00:00 UTC = 1706-06-16, 26:33:27 ÄÜC
1127-01-01, 00:00:00 UTC = 1707-05-34, 04:17:20 ÄÜC
1128-01-01, 00:00:00 UTC = 1708-05-02, 31:01:12 ÄÜC
1129-01-01, 00:00:00 UTC = 1709-04-21, 01:25:22 ÄÜC
1130-01-01, 00:00:00 UTC = 1710-03-38, 28:09:15 ÄÜC
1131-01-01, 00:00:00 UTC = 1711-03-07, 05:42:07 ÄÜC
1132-01-01, 00:00:00 UTC = 1712-02-24, 32:26:00 ÄÜC
1133-01-01, 00:00:00 UTC = 1713-01-43, 03:01:10 ÄÜC
1134-01-01, 00:00:00 UTC = 1714-01-11, 29:34:02 ÄÜC
1135-01-01, 00:00:00 UTC = 1715-00-29, 07:17:44 ÄÜC
1136-01-01, 00:00:00 UTC = 1715-06-46, 34:01:36 ÄÜC
1137-01-01, 00:00:00 UTC = 1716-06-16, 04:25:47 ÄÜC
1138-01-01, 00:00:00 UTC = 1717-05-33, 31:09:39 ÄÜC
1139-01-01, 00:00:00 UTC = 1718-05-02, 08:42:32 ÄÜC
1140-01-01, 00:00:00 UTC = 1719-04-19, 35:26:24 ÄÜC
1141-01-01, 00:00:00 UTC = 1720-03-38, 06:01:34 ÄÜC
1142-01-01, 00:00:00 UTC = 1721-03-06, 32:34:27 ÄÜC
1143-01-01, 00:00:00 UTC = 1722-02-24, 10:18:19 ÄÜC
1144-01-01, 00:00:00 UTC = 1723-01-41, 37:02:12 ÄÜC
1145-01-01, 00:00:00 UTC = 1724-01-11, 07:26:22 ÄÜC
1146-01-01, 00:00:00 UTC = 1725-00-28, 34:10:14 ÄÜC
1147-01-01, 00:00:00 UTC = 1725-06-46, 11:43:07 ÄÜC
1148-01-01, 00:00:00 UTC = 1726-06-14, 38:26:48 ÄÜC
1149-01-01, 00:00:00 UTC = 1727-05-33, 09:02:10 ÄÜC
1150-01-01, 00:00:00 UTC = 1728-05-01, 35:35:02 ÄÜC
1151-01-01, 00:00:00 UTC = 1729-04-19, 13:18:44 ÄÜC
1152-01-01, 00:00:00 UTC = 1730-03-36, 40:02:36 ÄÜC
1153-01-01, 00:00:00 UTC = 1731-03-06, 10:26:46 ÄÜC
1154-01-01, 00:00:00 UTC = 1732-02-23, 37:10:39 ÄÜC
1155-01-01, 00:00:00 UTC = 1733-01-41, 14:43:31 ÄÜC
1156-01-01, 00:00:00 UTC = 1734-01-09, 41:27:24 ÄÜC
1157-01-01, 00:00:00 UTC = 1735-00-28, 12:02:34 ÄÜC
1158-01-01, 00:00:00 UTC = 1735-06-45, 38:35:27 ÄÜC
1159-01-01, 00:00:00 UTC = 1736-06-14, 16:19:19 ÄÜC
1160-01-01, 00:00:00 UTC = 1737-05-31, 43:03:11 ÄÜC
1161-01-01, 00:00:00 UTC = 1738-05-01, 13:27:22 ÄÜC
1162-01-01, 00:00:00 UTC = 1739-04-18, 40:11:14 ÄÜC
1163-01-01, 00:00:00 UTC = 1740-03-36, 17:44:07 ÄÜC
1164-01-01, 00:00:00 UTC = 1741-03-04, 44:27:48 ÄÜC
1165-01-01, 00:00:00 UTC = 1742-02-23, 15:03:09 ÄÜC
1166-01-01, 00:00:00 UTC = 1743-01-40, 41:36:02 ÄÜC
1167-01-01, 00:00:00 UTC = 1744-01-09, 19:19:43 ÄÜC
1168-01-01, 00:00:00 UTC = 1745-00-26, 46:03:36 ÄÜC
1169-01-01, 00:00:00 UTC = 1745-06-45, 16:27:46 ÄÜC
1170-01-01, 00:00:00 UTC = 1746-06-13, 43:11:39 ÄÜC
1171-01-01, 00:00:00 UTC = 1747-05-31, 20:44:31 ÄÜC
1172-01-01, 00:00:00 UTC = 1748-04-48, 47:28:23 ÄÜC
1173-01-01, 00:00:00 UTC = 1749-04-18, 18:03:34 ÄÜC
1174-01-01, 00:00:00 UTC = 1750-03-35, 44:36:26 ÄÜC
1175-01-01, 00:00:00 UTC = 1751-03-04, 22:20:19 ÄÜC
1176-01-01, 00:00:00 UTC = 1752-02-22, 00:04:11 ÄÜC
1177-01-01, 00:00:00 UTC = 1753-01-40, 19:28:21 ÄÜC
1178-01-01, 00:00:00 UTC = 1754-01-08, 46:12:14 ÄÜC
1179-01-01, 00:00:00 UTC = 1755-00-26, 23:45:06 ÄÜC
1180-01-01, 00:00:00 UTC = 1755-06-44, 01:28:48 ÄÜC
1181-01-01, 00:00:00 UTC = 1756-06-13, 21:04:09 ÄÜC
1182-01-01, 00:00:00 UTC = 1757-05-30, 47:37:02 ÄÜC
1183-01-01, 00:00:00 UTC = 1758-04-48, 25:20:43 ÄÜC
1184-01-01, 00:00:00 UTC = 1759-04-17, 03:04:35 ÄÜC
1185-01-01, 00:00:00 UTC = 1760-03-35, 22:28:46 ÄÜC
1186-01-01, 00:00:00 UTC = 1761-03-04, 00:12:38 ÄÜC
1187-01-01, 00:00:00 UTC = 1762-02-21, 26:45:31 ÄÜC
1188-01-01, 00:00:00 UTC = 1763-01-39, 04:29:23 ÄÜC
1189-01-01, 00:00:00 UTC = 1764-01-08, 24:04:33 ÄÜC
1190-01-01, 00:00:00 UTC = 1765-00-26, 01:37:26 ÄÜC
1191-01-01, 00:00:00 UTC = 1765-06-43, 28:21:18 ÄÜC
1192-01-01, 00:00:00 UTC = 1766-06-12, 06:05:11 ÄÜC
1193-01-01, 00:00:00 UTC = 1767-05-30, 25:29:21 ÄÜC
1194-01-01, 00:00:00 UTC = 1768-04-48, 03:13:14 ÄÜC
1195-01-01, 00:00:00 UTC = 1769-04-16, 29:46:06 ÄÜC
1196-01-01, 00:00:00 UTC = 1770-03-34, 07:29:47 ÄÜC
1197-01-01, 00:00:00 UTC = 1771-03-03, 27:05:09 ÄÜC
1198-01-01, 00:00:00 UTC = 1772-02-21, 04:38:01 ÄÜC
1199-01-01, 00:00:00 UTC = 1773-01-38, 31:21:43 ÄÜC
1200-01-01, 00:00:00 UTC = 1774-01-07, 09:05:35 ÄÜC
1201-01-01, 00:00:00 UTC = 1775-00-25, 28:29:45 ÄÜC
1202-01-01, 00:00:00 UTC = 1775-06-43, 06:13:38 ÄÜC
1203-01-01, 00:00:00 UTC = 1776-06-11, 32:46:30 ÄÜC
1204-01-01, 00:00:00 UTC = 1777-05-29, 10:30:23 ÄÜC
1205-01-01, 00:00:00 UTC = 1778-04-47, 30:05:33 ÄÜC
1206-01-01, 00:00:00 UTC = 1779-04-16, 07:38:26 ÄÜC
1207-01-01, 00:00:00 UTC = 1780-03-33, 34:22:18 ÄÜC
1208-01-01, 00:00:00 UTC = 1781-03-02, 12:06:10 ÄÜC
1209-01-01, 00:00:00 UTC = 1782-02-20, 31:30:21 ÄÜC
1210-01-01, 00:00:00 UTC = 1783-01-38, 09:14:13 ÄÜC
1211-01-01, 00:00:00 UTC = 1784-01-06, 35:47:06 ÄÜC
1212-01-01, 00:00:00 UTC = 1785-00-24, 13:30:47 ÄÜC
1213-01-01, 00:00:00 UTC = 1785-06-42, 33:06:08 ÄÜC
1214-01-01, 00:00:00 UTC = 1786-06-11, 10:39:01 ÄÜC
1215-01-01, 00:00:00 UTC = 1787-05-28, 37:22:42 ÄÜC
1216-01-01, 00:00:00 UTC = 1788-04-46, 15:06:35 ÄÜC
1217-01-01, 00:00:00 UTC = 1789-04-15, 34:30:45 ÄÜC
1218-01-01, 00:00:00 UTC = 1790-03-33, 12:14:38 ÄÜC
1219-01-01, 00:00:00 UTC = 1791-03-01, 38:47:30 ÄÜC
1220-01-01, 00:00:00 UTC = 1792-02-19, 16:31:22 ÄÜC
1221-01-01, 00:00:00 UTC = 1793-01-37, 36:06:33 ÄÜC
1222-01-01, 00:00:00 UTC = 1794-01-06, 13:39:25 ÄÜC
1223-01-01, 00:00:00 UTC = 1795-00-23, 40:23:18 ÄÜC
1224-01-01, 00:00:00 UTC = 1795-06-41, 18:07:10 ÄÜC
1225-01-01, 00:00:00 UTC = 1796-06-10, 37:31:20 ÄÜC
1226-01-01, 00:00:00 UTC = 1797-05-28, 15:15:13 ÄÜC
1227-01-01, 00:00:00 UTC = 1798-04-45, 41:48:05 ÄÜC
1228-01-01, 00:00:00 UTC = 1799-04-14, 19:31:47 ÄÜC
1229-01-01, 00:00:00 UTC = 1800-03-32, 39:07:08 ÄÜC
1230-01-01, 00:00:00 UTC = 1801-03-01, 16:40:01 ÄÜC
1231-01-01, 00:00:00 UTC = 1802-02-18, 43:23:42 ÄÜC
1232-01-01, 00:00:00 UTC = 1803-01-36, 21:07:34 ÄÜC
1233-01-01, 00:00:00 UTC = 1804-01-05, 40:31:45 ÄÜC
1234-01-01, 00:00:00 UTC = 1805-00-23, 18:15:37 ÄÜC
1235-01-01, 00:00:00 UTC = 1805-06-40, 44:48:30 ÄÜC
1236-01-01, 00:00:00 UTC = 1806-06-09, 22:32:22 ÄÜC
1237-01-01, 00:00:00 UTC = 1807-05-27, 42:07:32 ÄÜC
1238-01-01, 00:00:00 UTC = 1808-04-45, 19:40:25 ÄÜC
1239-01-01, 00:00:00 UTC = 1809-04-13, 46:24:17 ÄÜC
1240-01-01, 00:00:00 UTC = 1810-03-31, 24:08:10 ÄÜC
1241-01-01, 00:00:00 UTC = 1811-03-00, 43:32:20 ÄÜC
1242-01-01, 00:00:00 UTC = 1812-02-18, 21:16:13 ÄÜC
1243-01-01, 00:00:00 UTC = 1813-01-35, 48:00:05 ÄÜC
1244-01-01, 00:00:00 UTC = 1814-01-04, 25:32:46 ÄÜC
1245-01-01, 00:00:00 UTC = 1815-00-22, 45:08:08 ÄÜC
1246-01-01, 00:00:00 UTC = 1815-06-40, 22:41:00 ÄÜC
1247-01-01, 00:00:00 UTC = 1816-06-09, 00:24:42 ÄÜC
1248-01-01, 00:00:00 UTC = 1817-05-26, 27:08:34 ÄÜC
1249-01-01, 00:00:00 UTC = 1818-04-44, 46:32:44 ÄÜC
1250-01-01, 00:00:00 UTC = 1819-04-13, 24:16:37 ÄÜC
1251-01-01, 00:00:00 UTC = 1820-03-31, 02:00:29 ÄÜC
1252-01-01, 00:00:00 UTC = 1821-02-48, 28:33:22 ÄÜC
1253-01-01, 00:00:00 UTC = 1822-02-17, 48:08:32 ÄÜC
1254-01-01, 00:00:00 UTC = 1823-01-35, 25:41:25 ÄÜC
1255-01-01, 00:00:00 UTC = 1824-01-04, 03:25:17 ÄÜC
1256-01-01, 00:00:00 UTC = 1825-00-21, 30:09:09 ÄÜC
1257-01-01, 00:00:00 UTC = 1825-06-40, 00:33:20 ÄÜC
1258-01-01, 00:00:00 UTC = 1826-06-08, 27:17:12 ÄÜC
1259-01-01, 00:00:00 UTC = 1827-05-26, 05:01:05 ÄÜC
1260-01-01, 00:00:00 UTC = 1828-04-43, 31:33:46 ÄÜC
1261-01-01, 00:00:00 UTC = 1829-04-13, 02:09:07 ÄÜC
1262-01-01, 00:00:00 UTC = 1830-03-30, 28:42:00 ÄÜC
1263-01-01, 00:00:00 UTC = 1831-02-48, 06:25:41 ÄÜC
1264-01-01, 00:00:00 UTC = 1832-02-16, 33:09:34 ÄÜC
1265-01-01, 00:00:00 UTC = 1833-01-35, 03:33:44 ÄÜC
1266-01-01, 00:00:00 UTC = 1834-01-03, 30:17:37 ÄÜC
1267-01-01, 00:00:00 UTC = 1835-00-21, 08:01:29 ÄÜC
1268-01-01, 00:00:00 UTC = 1835-06-38, 34:34:21 ÄÜC
1269-01-01, 00:00:00 UTC = 1836-06-08, 05:09:32 ÄÜC
1270-01-01, 00:00:00 UTC = 1837-05-25, 31:42:24 ÄÜC
1271-01-01, 00:00:00 UTC = 1838-04-43, 09:26:17 ÄÜC
1272-01-01, 00:00:00 UTC = 1839-04-11, 36:10:09 ÄÜC
1273-01-01, 00:00:00 UTC = 1840-03-30, 06:34:19 ÄÜC
1274-01-01, 00:00:00 UTC = 1841-02-47, 33:18:12 ÄÜC
1275-01-01, 00:00:00 UTC = 1842-02-16, 11:02:04 ÄÜC
1276-01-01, 00:00:00 UTC = 1843-01-33, 37:34:46 ÄÜC
1277-01-01, 00:00:00 UTC = 1844-01-03, 08:10:07 ÄÜC
1278-01-01, 00:00:00 UTC = 1845-00-20, 34:43:00 ÄÜC
1279-01-01, 00:00:00 UTC = 1845-06-38, 12:26:41 ÄÜC
1280-01-01, 00:00:00 UTC = 1846-06-06, 39:10:33 ÄÜC
1281-01-01, 00:00:00 UTC = 1847-05-25, 09:34:44 ÄÜC
1282-01-01, 00:00:00 UTC = 1848-04-42, 36:18:36 ÄÜC
1283-01-01, 00:00:00 UTC = 1849-04-11, 14:02:29 ÄÜC
1284-01-01, 00:00:00 UTC = 1850-03-28, 40:35:21 ÄÜC
1285-01-01, 00:00:00 UTC = 1851-02-47, 11:10:31 ÄÜC
1286-01-01, 00:00:00 UTC = 1852-02-15, 37:43:24 ÄÜC
1287-01-01, 00:00:00 UTC = 1853-01-33, 15:27:16 ÄÜC
1288-01-01, 00:00:00 UTC = 1854-01-01, 42:11:09 ÄÜC
1289-01-01, 00:00:00 UTC = 1855-00-20, 12:35:19 ÄÜC
1290-01-01, 00:00:00 UTC = 1855-06-37, 39:19:12 ÄÜC
1291-01-01, 00:00:00 UTC = 1856-06-06, 17:03:04 ÄÜC
1292-01-01, 00:00:00 UTC = 1857-05-23, 43:35:45 ÄÜC
1293-01-01, 00:00:00 UTC = 1858-04-42, 14:11:07 ÄÜC
1294-01-01, 00:00:00 UTC = 1859-04-10, 40:43:48 ÄÜC
1295-01-01, 00:00:00 UTC = 1860-03-28, 18:27:41 ÄÜC
1296-01-01, 00:00:00 UTC = 1861-02-45, 45:11:33 ÄÜC
1297-01-01, 00:00:00 UTC = 1862-02-15, 15:35:43 ÄÜC
1298-01-01, 00:00:00 UTC = 1863-01-32, 42:19:36 ÄÜC
1299-01-01, 00:00:00 UTC = 1864-01-01, 20:03:28 ÄÜC
1300-01-01, 00:00:00 UTC = 1865-00-18, 46:36:21 ÄÜC
1301-01-01, 00:00:00 UTC = 1865-06-36, 24:20:13 ÄÜC
1302-01-01, 00:00:00 UTC = 1866-06-05, 02:04:06 ÄÜC
1303-01-01, 00:00:00 UTC = 1867-05-22, 28:36:47 ÄÜC
1304-01-01, 00:00:00 UTC = 1868-04-40, 06:20:40 ÄÜC
1305-01-01, 00:00:00 UTC = 1869-04-09, 25:45:01 ÄÜC
1306-01-01, 00:00:00 UTC = 1870-03-27, 03:28:42 ÄÜC
1307-01-01, 00:00:00 UTC = 1871-02-44, 30:12:35 ÄÜC
1308-01-01, 00:00:00 UTC = 1872-02-13, 07:45:27 ÄÜC
1309-01-01, 00:00:00 UTC = 1873-01-31, 27:20:38 ÄÜC
1310-01-01, 00:00:00 UTC = 1874-01-00, 05:04:30 ÄÜC
1311-01-01, 00:00:00 UTC = 1875-00-17, 31:37:23 ÄÜC
1312-01-01, 00:00:00 UTC = 1875-06-35, 09:21:15 ÄÜC
1313-01-01, 00:00:00 UTC = 1876-06-04, 28:45:25 ÄÜC
1314-01-01, 00:00:00 UTC = 1877-05-22, 06:29:18 ÄÜC
1315-01-01, 00:00:00 UTC = 1878-04-39, 33:13:10 ÄÜC
1316-01-01, 00:00:00 UTC = 1879-04-08, 10:46:03 ÄÜC
1317-01-01, 00:00:00 UTC = 1880-03-26, 30:21:13 ÄÜC
1318-01-01, 00:00:00 UTC = 1881-02-44, 08:05:05 ÄÜC
1319-01-01, 00:00:00 UTC = 1882-02-12, 34:37:47 ÄÜC
1320-01-01, 00:00:00 UTC = 1883-01-30, 12:21:39 ÄÜC
1321-01-01, 00:00:00 UTC = 1884-00-48, 31:46:01 ÄÜC
1322-01-01, 00:00:00 UTC = 1885-00-17, 09:29:42 ÄÜC
1323-01-01, 00:00:00 UTC = 1885-06-34, 36:13:35 ÄÜC
1324-01-01, 00:00:00 UTC = 1886-06-03, 13:46:27 ÄÜC
1325-01-01, 00:00:00 UTC = 1887-05-21, 33:21:37 ÄÜC
1326-01-01, 00:00:00 UTC = 1888-04-39, 11:05:30 ÄÜC
1327-01-01, 00:00:00 UTC = 1889-04-07, 37:38:22 ÄÜC
1328-01-01, 00:00:00 UTC = 1890-03-25, 15:22:15 ÄÜC
1329-01-01, 00:00:00 UTC = 1891-02-43, 34:46:25 ÄÜC
1330-01-01, 00:00:00 UTC = 1892-02-12, 12:30:17 ÄÜC
1331-01-01, 00:00:00 UTC = 1893-01-29, 39:14:10 ÄÜC
1332-01-01, 00:00:00 UTC = 1894-00-47, 16:47:02 ÄÜC
1333-01-01, 00:00:00 UTC = 1895-00-16, 36:22:13 ÄÜC
1334-01-01, 00:00:00 UTC = 1895-06-34, 14:06:05 ÄÜC
1335-01-01, 00:00:00 UTC = 1896-06-02, 40:38:47 ÄÜC
1336-01-01, 00:00:00 UTC = 1897-05-20, 18:22:39 ÄÜC
1337-01-01, 00:00:00 UTC = 1898-04-38, 37:47:00 ÄÜC
1338-01-01, 00:00:00 UTC = 1899-04-07, 15:30:42 ÄÜC
1339-01-01, 00:00:00 UTC = 1900-03-24, 42:14:34 ÄÜC
1340-01-01, 00:00:00 UTC = 1901-02-42, 19:47:27 ÄÜC
1341-01-01, 00:00:00 UTC = 1902-02-11, 39:22:37 ÄÜC
1342-01-01, 00:00:00 UTC = 1903-01-29, 17:06:29 ÄÜC
1343-01-01, 00:00:00 UTC = 1904-00-46, 43:39:22 ÄÜC
1344-01-01, 00:00:00 UTC = 1905-00-15, 21:23:14 ÄÜC
1345-01-01, 00:00:00 UTC = 1905-06-33, 40:47:25 ÄÜC
1346-01-01, 00:00:00 UTC = 1906-06-02, 18:31:17 ÄÜC
1347-01-01, 00:00:00 UTC = 1907-05-19, 45:15:10 ÄÜC
1348-01-01, 00:00:00 UTC = 1908-04-37, 22:48:02 ÄÜC
1349-01-01, 00:00:00 UTC = 1909-04-06, 42:23:12 ÄÜC
1350-01-01, 00:00:00 UTC = 1910-03-24, 20:07:05 ÄÜC
1351-01-01, 00:00:00 UTC = 1911-02-41, 46:39:46 ÄÜC
1352-01-01, 00:00:00 UTC = 1912-02-10, 24:23:39 ÄÜC
1353-01-01, 00:00:00 UTC = 1913-01-28, 43:48:00 ÄÜC
1354-01-01, 00:00:00 UTC = 1914-00-46, 21:31:41 ÄÜC
1355-01-01, 00:00:00 UTC = 1915-00-14, 48:15:34 ÄÜC
1356-01-01, 00:00:00 UTC = 1915-06-32, 25:48:26 ÄÜC
1357-01-01, 00:00:00 UTC = 1916-06-01, 45:23:37 ÄÜC
1358-01-01, 00:00:00 UTC = 1917-05-19, 23:07:29 ÄÜC
1359-01-01, 00:00:00 UTC = 1918-04-37, 00:40:22 ÄÜC
1360-01-01, 00:00:00 UTC = 1919-04-05, 27:24:14 ÄÜC
1361-01-01, 00:00:00 UTC = 1920-03-23, 46:48:24 ÄÜC
1362-01-01, 00:00:00 UTC = 1921-02-41, 24:32:17 ÄÜC
1363-01-01, 00:00:00 UTC = 1922-02-10, 02:16:09 ÄÜC
1364-01-01, 00:00:00 UTC = 1923-01-27, 29:00:02 ÄÜC
1365-01-01, 00:00:00 UTC = 1924-00-45, 48:24:12 ÄÜC
1366-01-01, 00:00:00 UTC = 1925-00-14, 26:08:04 ÄÜC
1367-01-01, 00:00:00 UTC = 1925-06-32, 03:40:46 ÄÜC
1368-01-01, 00:00:00 UTC = 1926-06-00, 30:24:38 ÄÜC
1369-01-01, 00:00:00 UTC = 1927-05-19, 01:00:00 ÄÜC
1370-01-01, 00:00:00 UTC = 1928-04-36, 27:32:41 ÄÜC
1371-01-01, 00:00:00 UTC = 1929-04-05, 05:16:34 ÄÜC
1372-01-01, 00:00:00 UTC = 1930-03-22, 32:00:26 ÄÜC
1373-01-01, 00:00:00 UTC = 1931-02-41, 02:24:36 ÄÜC
1374-01-01, 00:00:00 UTC = 1932-02-09, 29:08:29 ÄÜC
1375-01-01, 00:00:00 UTC = 1933-01-27, 06:41:21 ÄÜC
1376-01-01, 00:00:00 UTC = 1934-00-44, 33:25:14 ÄÜC
1377-01-01, 00:00:00 UTC = 1935-00-14, 04:00:24 ÄÜC
1378-01-01, 00:00:00 UTC = 1935-06-31, 30:33:16 ÄÜC
1379-01-01, 00:00:00 UTC = 1936-06-00, 08:17:09 ÄÜC
1380-01-01, 00:00:00 UTC = 1937-05-17, 35:01:01 ÄÜC
1381-01-01, 00:00:00 UTC = 1938-04-36, 05:25:12 ÄÜC
1382-01-01, 00:00:00 UTC = 1939-04-04, 32:09:04 ÄÜC
1383-01-01, 00:00:00 UTC = 1940-03-22, 09:41:46 ÄÜC
1384-01-01, 00:00:00 UTC = 1941-02-39, 36:25:38 ÄÜC
1385-01-01, 00:00:00 UTC = 1942-02-09, 07:00:48 ÄÜC
1386-01-01, 00:00:00 UTC = 1943-01-26, 33:33:41 ÄÜC
1387-01-01, 00:00:00 UTC = 1944-00-44, 11:17:33 ÄÜC
1388-01-01, 00:00:00 UTC = 1945-00-12, 38:01:26 ÄÜC
1389-01-01, 00:00:00 UTC = 1945-06-31, 08:25:36 ÄÜC
1390-01-01, 00:00:00 UTC = 1946-05-48, 35:09:28 ÄÜC
1391-01-01, 00:00:00 UTC = 1947-05-17, 12:42:21 ÄÜC
1392-01-01, 00:00:00 UTC = 1948-04-34, 39:26:13 ÄÜC
1393-01-01, 00:00:00 UTC = 1949-04-04, 10:01:24 ÄÜC
1394-01-01, 00:00:00 UTC = 1950-03-21, 36:34:16 ÄÜC
1395-01-01, 00:00:00 UTC = 1951-02-39, 14:18:09 ÄÜC
1396-01-01, 00:00:00 UTC = 1952-02-07, 41:02:01 ÄÜC
1397-01-01, 00:00:00 UTC = 1953-01-26, 11:26:11 ÄÜC
1398-01-01, 00:00:00 UTC = 1954-00-43, 38:10:04 ÄÜC
1399-01-01, 00:00:00 UTC = 1955-00-12, 15:42:45 ÄÜC
1400-01-01, 00:00:00 UTC = 1955-06-29, 42:26:38 ÄÜC
1401-01-01, 00:00:00 UTC = 1956-05-47, 20:10:30 ÄÜC
